1134,EUR,GBP,2017-6-25 6:53:00.0,5515
1135,XYZ,AUD,2017-3-1 3:25:00.0,6748
1136,GBP,XYZ,2017-5-11 5:31:00.0,5416
1137,AUD,JPY,2017-1-24 1:40:00.0,8369
1138,GBP,USD,2017-5-24 5:36:00.0,9345
1139,AUD,AUD,2017-5-25 5:57:00.0,674
1140,JPY,USD,2017-8-20 8:40:00.0,2948
1141,USD,EUR,2017-4-10 4:18:00.0,7026
1142,GBP,CAD,2017-1-7 1:7:00.0,4868
1143,GBP,EUR,2017-1-18 1:14:00.0,5539
1144,CAD,EUR,2017-7-6 7:6:00.0,2797
1145,AUD,GBP,2017-9-13 9:9:00.0,8486
1146,GBP,JPY,2017-1-0 1:4:00.0,1605
1147,EUR,XYZ,2017-2-15 2:11:00.0,1609
1148,XYZ,CAD,2017-11-19 11:19:00.0,1914
1149,ABC,EUR,2017-2-22 2:58:00.0,9936
1150,AUD,EUR,2017-9-22 9:10:00.0,9103
1151,ABC,CAD,2017-2-3 2:55:00.0,3289
1152,EUR,ABC,2017-6-6 6:18:00.0,8744
1153,XYZ,JPY,2017-7-0 7:24:00.0,2107
1154,XYZ,USD,2017-3-12 3:36:00.0,5871
1155,XYZ,USD,2017-3-20 3:20:00.0,5615
1156,JPY,JPY,2017-0-0 0:24:00.0,8800
1157,CAD,GBP,2017-11-21 11:21:00.0,9628
1158,GBP,GBP,2017-9-21 9:17:00.0,6842
1159,CAD,ABC,2017-11-18 11:14:00.0,4865
1160,USD,CAD,2017-0-15 0:47:00.0,8707
1161,XYZ,EUR,2017-7-10 7:14:00.0,5233
1162,JPY,ABC,2017-8-22 8:10:00.0,4394
1163,JPY,XYZ,2017-8-27 8:55:00.0,2707
1164,AUD,GBP,2017-5-5 5:33:00.0,8726
1165,AUD,XYZ,2017-5-19 5:51:00.0,8244
1166,AUD,EUR,2017-5-18 5:50:00.0,6855
1167,ABC,USD,2017-10-12 10:36:00.0,2654
1168,GBP,XYZ,2017-5-7 5:23:00.0,896
1169,AUD,AUD,2017-1-25 1:57:00.0,5458
1170,JPY,XYZ,2017-0-15 0:59:00.0,3067
1171,AUD,AUD,2017-1-13 1:33:00.0,9106
1172,CAD,XYZ,2017-11-15 11:55:00.0,6258
1173,GBP,GBP,2017-1-9 1:13:00.0,8426
1174,USD,USD,2017-8-24 8:24:00.0,3456
1175,AUD,AUD,2017-1-25 1:17:00.0,6402
1176,CAD,XYZ,2017-11-27 11:47:00.0,2530
1177,GBP,USD,2017-5-20 5:20:00.0,9273
1178,XYZ,AUD,2017-3-17 3:1:00.0,7324
1179,JPY,CAD,2017-0-19 0:7:00.0,3863
1180,USD,JPY,2017-8-8 8:56:00.0,7860
1181,JPY,XYZ,2017-4-19 4:3:00.0,8883
1182,EUR,ABC,2017-10-6 10:58:00.0,10088
1183,JPY,EUR,2017-4-18 4:6:00.0,1054
1184,GBP,GBP,2017-1-5 1:37:00.0,7394
1185,USD,XYZ,2017-8-11 8:27:00.0,8559
1186,GBP,AUD,2017-1-1 1:5:00.0,4358
1187,JPY,EUR,2017-0-26 0:46:00.0,3102
1188,USD,USD,2017-4-20 4:44:00.0,2568
1189,CAD,ABC,2017-3-2 3:58:00.0,8689
1190,AUD,USD,2017-9-8 9:12:00.0,2821
1191,GBP,GBP,2017-5-9 5:29:00.0,5026
1192,AUD,CAD,2017-1-19 1:43:00.0,6864
1193,AUD,GBP,2017-1-17 1:29:00.0,5726
1194,XYZ,USD,2017-11-20 11:40:00.0,7127
1195,XYZ,EUR,2017-3-10 3:2:00.0,3825
1196,USD,CAD,2017-0-7 0:27:00.0,4267
1197,CAD,EUR,2017-3-26 3:6:00.0,5629
1198,USD,GBP,2017-4-9 4:37:00.0,10505
1199,AUD,CAD,2017-5-3 5:3:00.0,7696
1200,EUR,CAD,2017-6-15 6:15:00.0,941
1201,ABC,XYZ,2017-6-19 6:31:00.0,4645
1202,XYZ,JPY,2017-7-12 7:44:00.0,9907
1203,ABC,USD,2017-2-4 2:52:00.0,8046
1204,AUD,USD,2017-1-12 1:36:00.0,4229
1205,USD,JPY,2017-0-4 0:16:00.0,3756
1206,ABC,GBP,2017-10-25 10:21:00.0,4487
1207,EUR,USD,2017-10-16 10:48:00.0,5594
1208,XYZ,EUR,2017-11-18 11:30:00.0,1953
1209,AUD,JPY,2017-5-24 5:8:00.0,4609
1210,CAD,USD,2017-7-24 7:40:00.0,5979
1211,JPY,EUR,2017-0-22 0:18:00.0,6038
1212,AUD,CAD,2017-9-11 9:43:00.0,5048
1213,USD,USD,2017-4-20 4:24:00.0,2792
1214,EUR,USD,2017-10-4 10:16:00.0,7122
1215,AUD,GBP,2017-5-5 5:1:00.0,6350
1216,USD,CAD,2017-4-3 4:27:00.0,2419
1217,ABC,AUD,2017-6-5 6:45:00.0,3635
1218,XYZ,AUD,2017-3-1 3:41:00.0,3572
1219,USD,AUD,2017-8-9 8:45:00.0,1261
1220,USD,ABC,2017-4-18 4:34:00.0,8862
1221,USD,USD,2017-0-20 0:16:00.0,3160
1222,AUD,USD,2017-9-16 9:56:00.0,6341
1223,AUD,USD,2017-1-12 1:20:00.0,5525
1224,USD,GBP,2017-8-21 8:21:00.0,3697
1225,AUD,CAD,2017-1-15 1:23:00.0,7552
1226,XYZ,XYZ,2017-3-3 3:23:00.0,1278
1227,AUD,ABC,2017-1-10 1:2:00.0,851
1228,GBP,EUR,2017-5-2 5:18:00.0,5875
1229,AUD,EUR,2017-9-10 9:6:00.0,10559
1230,AUD,ABC,2017-1-6 1:14:00.0,2883
1231,CAD,EUR,2017-11-26 11:14:00.0,4957
1232,ABC,GBP,2017-10-17 10:33:00.0,3343
1233,XYZ,EUR,2017-11-6 11:30:00.0,729
1234,GBP,USD,2017-1-20 1:24:00.0,2705
1235,CAD,ABC,2017-7-22 7:6:00.0,4481
1236,ABC,CAD,2017-10-7 10:35:00.0,5201
1237,JPY,JPY,2017-0-16 0:56:00.0,8968
1238,JPY,USD,2017-0-4 0:12:00.0,5828
1239,USD,AUD,2017-0-5 0:17:00.0,1133
1240,USD,AUD,2017-8-9 8:41:00.0,3709
1241,XYZ,AUD,2017-3-21 3:5:00.0,9700
1242,CAD,AUD,2017-11-5 11:25:00.0,7888
1243,AUD,XYZ,2017-1-7 1:27:00.0,10012
1244,XYZ,XYZ,2017-3-27 3:7:00.0,5350
1245,GBP,ABC,2017-5-14 5:34:00.0,5431
1246,GBP,XYZ,2017-5-19 5:7:00.0,7488
1247,JPY,GBP,2017-8-9 8:21:00.0,10197
1248,EUR,USD,2017-6-12 6:8:00.0,9314
1249,GBP,XYZ,2017-9-19 9:35:00.0,3856
1250,CAD,ABC,2017-11-2 11:2:00.0,4761
1251,CAD,USD,2017-3-12 3:0:00.0,2603
1252,AUD,ABC,2017-5-18 5:30:00.0,1203
1253,CAD,ABC,2017-11-10 11:6:00.0,7609
1254,USD,ABC,2017-4-6 4:10:00.0,3630
1255,JPY,USD,2017-0-24 0:4:00.0,9740
1256,XYZ,CAD,2017-11-11 11:27:00.0,4978
1257,CAD,ABC,2017-11-2 11:10:00.0,2769
1258,AUD,XYZ,2017-5-23 5:23:00.0,2252
1259,GBP,XYZ,2017-1-15 1:11:00.0,9640
1260,JPY,AUD,2017-0-5 0:53:00.0,2737
1261,CAD,JPY,2017-11-8 11:28:00.0,9551
1262,EUR,ABC,2017-2-10 2:38:00.0,8096
1263,EUR,GBP,2017-2-13 2:21:00.0,7851
1264,EUR,EUR,2017-2-26 2:42:00.0,7884
1265,CAD,EUR,2017-11-18 11:34:00.0,9533
1266,EUR,EUR,2017-10-26 10:30:00.0,8132
1267,CAD,CAD,2017-11-27 11:51:00.0,3686
1268,EUR,USD,2017-10-24 10:44:00.0,8458
1269,CAD,USD,2017-11-4 11:44:00.0,3403
1270,USD,CAD,2017-8-11 8:19:00.0,7267
1271,USD,EUR,2017-0-22 0:10:00.0,2026
1272,EUR,EUR,2017-6-22 6:6:00.0,8004
1273,CAD,EUR,2017-7-18 7:10:00.0,9549
1274,USD,AUD,2017-4-1 4:37:00.0,7869
1275,GBP,JPY,2017-1-4 1:48:00.0,2893
1276,ABC,GBP,2017-10-1 10:37:00.0,6055
1277,USD,ABC,2017-0-22 0:10:00.0,5862
1278,CAD,GBP,2017-7-17 7:9:00.0,3684
1279,ABC,USD,2017-6-24 6:52:00.0,1366
1280,XYZ,USD,2017-7-8 7:56:00.0,3671
1281,ABC,AUD,2017-10-21 10:57:00.0,5723
1282,XYZ,XYZ,2017-11-7 11:3:00.0,4598
1283,AUD,AUD,2017-9-25 9:37:00.0,8778
1284,XYZ,XYZ,2017-7-15 7:35:00.0,9430
1285,EUR,USD,2017-6-16 6:12:00.0,1314
1286,JPY,CAD,2017-8-27 8:47:00.0,2583
1287,JPY,XYZ,2017-4-23 4:23:00.0,1427
1288,JPY,GBP,2017-0-9 0:13:00.0,10701
1289,XYZ,EUR,2017-11-6 11:18:00.0,9857
1290,AUD,JPY,2017-1-0 1:0:00.0,4937
1291,XYZ,JPY,2017-7-8 7:12:00.0,2115
1292,CAD,EUR,2017-11-26 11:42:00.0,9637
1293,EUR,AUD,2017-2-13 2:1:00.0,8855
1294,USD,USD,2017-4-12 4:56:00.0,6672
1295,GBP,AUD,2017-9-5 9:17:00.0,9950
1296,USD,GBP,2017-0-17 0:57:00.0,9721
1297,USD,CAD,2017-4-15 4:39:00.0,9803
1298,CAD,ABC,2017-3-6 3:42:00.0,4953
1299,USD,GBP,2017-0-1 0:1:00.0,6873
1300,EUR,USD,2017-2-24 2:44:00.0,2258
1301,AUD,GBP,2017-5-1 5:45:00.0,9382
1302,JPY,USD,2017-8-12 8:44:00.0,6180
1303,XYZ,EUR,2017-7-10 7:22:00.0,6065
1304,USD,ABC,2017-8-22 8:42:00.0,8422
1305,GBP,JPY,2017-9-12 9:52:00.0,9853
1306,JPY,JPY,2017-0-16 0:16:00.0,10288
1307,EUR,XYZ,2017-2-3 2:55:00.0,5017
1308,EUR,USD,2017-6-4 6:44:00.0,8266
1309,CAD,CAD,2017-3-23 3:51:00.0,2470
1310,AUD,JPY,2017-5-12 5:40:00.0,3345
1311,XYZ,USD,2017-11-20 11:12:00.0,4591
1312,GBP,ABC,2017-1-18 1:14:00.0,6287
1313,USD,ABC,2017-8-18 8:42:00.0,5286
1314,EUR,CAD,2017-2-19 2:55:00.0,773
1315,AUD,ABC,2017-9-26 9:54:00.0,9443
1316,EUR,EUR,2017-2-10 2:38:00.0,2196
1317,XYZ,AUD,2017-11-21 11:21:00.0,5340
1318,USD,CAD,2017-0-15 0:27:00.0,8211
1319,ABC,XYZ,2017-2-23 2:27:00.0,3653
1320,JPY,EUR,2017-4-10 4:10:00.0,7158
1321,USD,AUD,2017-8-13 8:5:00.0,8173
1322,AUD,XYZ,2017-9-23 9:43:00.0,2060
1323,USD,ABC,2017-0-10 0:30:00.0,6806
1324,CAD,JPY,2017-11-4 11:56:00.0,2615
1325,JPY,EUR,2017-8-10 8:50:00.0,5590
1326,EUR,JPY,2017-2-8 2:52:00.0,4406
1327,AUD,XYZ,2017-1-27 1:11:00.0,7692
1328,EUR,ABC,2017-10-26 10:30:00.0,4936
1329,USD,XYZ,2017-8-7 8:47:00.0,5159
1330,ABC,GBP,2017-2-1 2:29:00.0,8199
1331,AUD,JPY,2017-1-4 1:0:00.0,3905
1332,CAD,EUR,2017-7-6 7:10:00.0,7477
1333,XYZ,CAD,2017-11-19 11:59:00.0,6818
1334,USD,ABC,2017-4-26 4:14:00.0,286
1335,CAD,EUR,2017-11-2 11:6:00.0,1189
1336,USD,CAD,2017-0-27 0:43:00.0,7995
1337,AUD,XYZ,2017-9-15 9:31:00.0,3140
1338,USD,ABC,2017-0-22 0:42:00.0,1478
1339,XYZ,EUR,2017-3-6 3:22:00.0,1481
1340,EUR,ABC,2017-10-22 10:22:00.0,2104
1341,JPY,CAD,2017-8-15 8:35:00.0,10175
1342,EUR,USD,2017-2-12 2:48:00.0,9330
1343,AUD,USD,2017-5-8 5:44:00.0,3837
1344,CAD,GBP,2017-11-5 11:13:00.0,5244
1345,CAD,JPY,2017-7-4 7:24:00.0,5423
1346,GBP,JPY,2017-5-20 5:20:00.0,9773
1347,JPY,EUR,2017-8-10 8:58:00.0,8422
1348,ABC,CAD,2017-2-15 2:59:00.0,7609
1349,ABC,XYZ,2017-2-23 2:3:00.0,7685
1350,AUD,EUR,2017-5-26 5:30:00.0,8175
1351,USD,GBP,2017-0-5 0:21:00.0,8889
1352,ABC,CAD,2017-2-11 2:11:00.0,2617
1353,GBP,XYZ,2017-1-19 1:23:00.0,4568
1354,EUR,USD,2017-2-24 2:52:00.0,1546
1355,XYZ,GBP,2017-3-5 3:21:00.0,2136
1356,EUR,CAD,2017-10-7 10:35:00.0,5957
1357,JPY,JPY,2017-0-16 0:44:00.0,5312
1358,EUR,GBP,2017-2-5 2:41:00.0,2851
1359,EUR,CAD,2017-2-11 2:7:00.0,7621
1360,USD,USD,2017-4-12 4:52:00.0,4080
1361,ABC,USD,2017-10-16 10:20:00.0,9878
1362,XYZ,ABC,2017-11-6 11:54:00.0,629
1363,ABC,USD,2017-2-0 2:20:00.0,6166
1364,XYZ,EUR,2017-7-10 7:54:00.0,5145
1365,USD,ABC,2017-4-22 4:46:00.0,2990
1366,EUR,EUR,2017-6-14 6:2:00.0,5788
1367,ABC,ABC,2017-10-18 10:14:00.0,6372
1368,JPY,XYZ,2017-0-7 0:15:00.0,9043
1369,EUR,CAD,2017-6-19 6:59:00.0,6509
1370,CAD,GBP,2017-3-21 3:33:00.0,3484
1371,CAD,JPY,2017-3-16 3:44:00.0,8375
1372,XYZ,GBP,2017-11-25 11:29:00.0,2408
1373,AUD,GBP,2017-1-21 1:33:00.0,470
1374,EUR,GBP,2017-10-1 10:45:00.0,5627
1375,CAD,USD,2017-3-8 3:32:00.0,3843
1376,XYZ,CAD,2017-11-7 11:11:00.0,7594
1377,CAD,AUD,2017-11-25 11:33:00.0,9040
1378,JPY,JPY,2017-4-8 4:24:00.0,5584
1379,EUR,EUR,2017-6-26 6:10:00.0,9260
1380,EUR,ABC,2017-6-26 6:22:00.0,824
1381,XYZ,JPY,2017-7-24 7:52:00.0,4523
1382,AUD,CAD,2017-9-19 9:15:00.0,7816
1383,JPY,USD,2017-0-12 0:40:00.0,932
1384,JPY,ABC,2017-4-18 4:38:00.0,8698
1385,EUR,GBP,2017-10-13 10:9:00.0,2403
1386,XYZ,GBP,2017-7-1 7:25:00.0,8432
1387,JPY,AUD,2017-4-1 4:49:00.0,1737
1388,AUD,CAD,2017-5-3 5:27:00.0,6000
1389,XYZ,ABC,2017-11-14 11:42:00.0,8229
1390,ABC,GBP,2017-6-5 6:33:00.0,4559
1391,USD,ABC,2017-8-2 8:22:00.0,2790
1392,USD,XYZ,2017-0-11 0:55:00.0,7151
1393,XYZ,AUD,2017-3-9 3:25:00.0,10412
1394,USD,USD,2017-8-24 8:56:00.0,4472
1395,GBP,JPY,2017-9-16 9:32:00.0,6685
1396,JPY,AUD,2017-0-13 0:33:00.0,8401
1397,ABC,CAD,2017-6-3 6:51:00.0,5921
1398,JPY,USD,2017-0-12 0:32:00.0,4372
1399,AUD,GBP,2017-1-17 1:37:00.0,1238
1400,JPY,ABC,2017-0-14 0:18:00.0,5498
1401,JPY,XYZ,2017-0-27 0:43:00.0,2379
1402,AUD,GBP,2017-9-21 9:25:00.0,2902
1403,JPY,EUR,2017-8-6 8:58:00.0,6926
1404,XYZ,ABC,2017-7-18 7:18:00.0,5893
1405,EUR,GBP,2017-10-5 10:33:00.0,4515
1406,EUR,XYZ,2017-2-3 2:27:00.0,9041
1407,EUR,GBP,2017-2-5 2:37:00.0,4451
1408,CAD,ABC,2017-7-6 7:2:00.0,1953
1409,GBP,EUR,2017-9-6 9:38:00.0,4939
1410,EUR,ABC,2017-6-14 6:58:00.0,3728
1411,ABC,EUR,2017-10-14 10:2:00.0,6520
1412,XYZ,EUR,2017-7-2 7:34:00.0,7025
1413,EUR,CAD,2017-6-27 6:47:00.0,10773
1414,ABC,CAD,2017-2-3 2:3:00.0,7521
1415,XYZ,USD,2017-7-8 7:12:00.0,6343
1416,AUD,ABC,2017-1-26 1:58:00.0,7867
1417,AUD,CAD,2017-5-11 5:15:00.0,1456
1418,XYZ,CAD,2017-11-7 11:35:00.0,10362
1419,GBP,CAD,2017-1-11 1:7:00.0,3436
1420,GBP,XYZ,2017-5-7 5:35:00.0,5528
1421,AUD,JPY,2017-9-0 9:48:00.0,9985
1422,XYZ,EUR,2017-3-18 3:18:00.0,2521
1423,GBP,EUR,2017-1-18 1:18:00.0,9315
1424,JPY,GBP,2017-4-5 4:21:00.0,1077
1425,GBP,GBP,2017-1-21 1:1:00.0,4386
1426,AUD,ABC,2017-5-2 5:2:00.0,3371
1427,XYZ,USD,2017-11-0 11:16:00.0,8735
1428,AUD,EUR,2017-1-2 1:58:00.0,7631
1429,GBP,CAD,2017-9-23 9:55:00.0,836
1430,AUD,AUD,2017-5-1 5:5:00.0,9202
1431,USD,JPY,2017-0-4 0:32:00.0,6300
1432,ABC,ABC,2017-2-22 2:10:00.0,6292
1433,USD,JPY,2017-0-24 0:12:00.0,10108
1434,EUR,EUR,2017-2-14 2:10:00.0,6316
1435,CAD,XYZ,2017-7-3 7:55:00.0,1442
1436,XYZ,GBP,2017-3-1 3:21:00.0,5552
1437,XYZ,CAD,2017-7-15 7:3:00.0,4962
1438,CAD,XYZ,2017-11-23 11:31:00.0,8802
1439,EUR,ABC,2017-6-6 6:10:00.0,592
1440,XYZ,XYZ,2017-11-3 11:31:00.0,5670
1441,CAD,ABC,2017-7-10 7:18:00.0,10553
1442,XYZ,XYZ,2017-7-15 7:15:00.0,3638
1443,GBP,ABC,2017-5-6 5:34:00.0,7231
1444,XYZ,USD,2017-7-12 7:0:00.0,5391
1445,USD,GBP,2017-4-17 4:13:00.0,3897
1446,XYZ,ABC,2017-3-2 3:54:00.0,3701
1447,USD,GBP,2017-8-5 8:45:00.0,3529
1448,GBP,AUD,2017-1-21 1:17:00.0,6022
1449,XYZ,EUR,2017-3-2 3:50:00.0,7593
1450,JPY,XYZ,2017-0-19 0:3:00.0,7027
1451,JPY,ABC,2017-8-26 8:10:00.0,10546
1452,EUR,USD,2017-6-8 6:52:00.0,6554
1453,ABC,AUD,2017-2-21 2:37:00.0,4787
1454,USD,JPY,2017-4-24 4:12:00.0,8132
1455,USD,CAD,2017-4-11 4:31:00.0,5787
1456,CAD,EUR,2017-11-14 11:30:00.0,2733
1457,GBP,JPY,2017-5-20 5:32:00.0,9501
1458,EUR,GBP,2017-6-25 6:9:00.0,7739
1459,CAD,JPY,2017-7-4 7:28:00.0,8343
1460,GBP,GBP,2017-5-9 5:25:00.0,1026
1461,ABC,ABC,2017-6-6 6:34:00.0,844
1462,AUD,USD,2017-5-20 5:32:00.0,1389
1463,USD,XYZ,2017-0-19 0:39:00.0,7263
1464,JPY,GBP,2017-4-9 4:49:00.0,7965
1465,USD,EUR,2017-4-18 4:38:00.0,8370
1466,XYZ,XYZ,2017-11-19 11:43:00.0,5374
1467,EUR,GBP,2017-6-25 6:49:00.0,3779
1468,AUD,CAD,2017-9-23 9:35:00.0,7464
1469,CAD,EUR,2017-11-10 11:6:00.0,10149
1470,CAD,JPY,2017-3-8 3:16:00.0,1079
1471,AUD,CAD,2017-1-19 1:23:00.0,8872
1472,XYZ,ABC,2017-3-10 3:34:00.0,8037
1473,CAD,ABC,2017-11-22 11:34:00.0,8457
1474,XYZ,GBP,2017-11-17 11:57:00.0,6152
1475,AUD,CAD,2017-1-27 1:35:00.0,1808
1476,GBP,USD,2017-1-16 1:0:00.0,9225
1477,XYZ,GBP,2017-11-21 11:21:00.0,6784
1478,GBP,USD,2017-9-4 9:44:00.0,993
1479,USD,EUR,2017-8-26 8:58:00.0,9898
1480,USD,XYZ,2017-4-23 4:47:00.0,4127
1481,AUD,ABC,2017-1-18 1:54:00.0,6683
1482,USD,CAD,2017-8-19 8:31:00.0,3499
